Unnamed: 0,t,Ii,I_ss,V0_Vm,V_E,tms
12374,1.2373999999998802,-94.33420009392994,94.33420009392994,-150.0,-150.0,37.399999999880194
12375,1.23749999999988,-94.37054926884424,94.37054926884424,-150.0,-150.0,37.49999999987996
12376,1.23759999999988,-94.40749246017629,94.40749246017629,-150.0,-150.0,37.599999999879955
12377,1.23769999999988,-94.44501326272876,94.44501326272876,-150.0,-150.0,37.69999999987994
12378,1.23779999999988,-94.48309548319546,94.48309548319546,-150.0,-150.0,37.79999999988015
12379,1.23789999999988,-94.52172348818756,94.52172348818756,-150.0,-150.0,37.89999999988014
12380,1.23799999999988,-94.56088170504977,94.56088170504977,-150.0,-150.0,37.99999999988013
12381,1.23809999999988,-94.600555143782,94.600555143782,-150.0,-150.0,38.09999999988012
12382,1.23819999999988,-94.64072880635614,94.64072880635614,-150.0,-150.0,38.199999999880106
12383,1.23829999999988,-94.68138810299575,94.68138810299575,-150.0,-150.0,38.2999999998801
12384,1.23839999999988,-94.72251882019746,94.72251882019746,-150.0,-150.0,38.39999999988009
